Senddate,Hours,Solar energy Generation  (kWh),consumptionValue (kW),Device_1_Consumption (kW),Device_2_Consumption (kW),Device_3_Consumption (kW),Device_4_Consumption (kW),TOU_rates (INR),Predicted Solar energy Generation (kWh),Predicted TOU_rates (INR),Cummulative Energy Consumption
03-07-2024,12:50,0.8,0.49,0.153,0.235,0.03,0.255,19.29775281,0.8,19.29775281,426.41
03-07-2024,12:51,0.8,0.48,0.274,0.03,0.101,0.063,19.29775281,0.8,19.29775281,426.89
03-07-2024,12:52,0.8,0.49,0.112,0.003,0.371,0.104,19.29775281,0.8,19.29775281,427.38
03-07-2024,12:55,-0.1,,,,,,19.29775281,-0.1,19.29775281,427.38
03-07-2024,12:57,0.8,0.48,0.039,0.267,0.333,0.079,19.29775281,0.8,19.29775281,427.86
03-07-2024,12:59,-0.1,,,,,,19.29775281,-0.1,19.29775281,427.86
03-07-2024,13:01,0.8,0.49,0.177,0.095,0.022,0.203,19.29775281,0.8,19.29775281,428.35
03-07-2024,13:03,0.8,0.48,0.034,0.063,0.121,0.149,19.29775281,0.8,19.29775281,428.83
03-07-2024,13:04,0.9,0.48,0.016,0.141,0.16,0.018,19.29775281,0.9,19.29775281,429.31
03-07-2024,13:06,0.9,0.49,0.122,0.081,0.002,0.01,19.29775281,0.9,19.29775281,429.8
03-07-2024,13:07,0.9,0.48,0.139,0.094,0.111,0.019,19.29775281,0.9,19.29775281,430.28
03-07-2024,13:10,-0.1,,,,,,19.29775281,-0.1,19.29775281,430.28
03-07-2024,13:11,0.9,0.49,0.283,0.029,0.005,0.303,19.29775281,0.9,19.29775281,430.77
03-07-2024,13:12,0.9,0.48,0.053,0.109,0.137,0.055,19.29775281,0.9,19.29775281,431.25
03-07-2024,13:15,0.9,0.48,0.087,0.31,0.094,0.253,19.29775281,0.9,19.29775281,431.73
03-07-2024,13:16,0.9,0.48,0.02,0.041,0.325,0.078,19.29775281,0.9,19.29775281,432.21
03-07-2024,13:17,0.9,0.49,0.005,0.225,0.042,0.236,19.29775281,0.9,19.29775281,432.7
03-07-2024,13:21,0.9,0.49,0.062,0.001,0.104,0.046,19.29775281,0.9,19.29775281,433.19
03-07-2024,13:24,0.9,0.48,0.223,0.092,0.046,0.217,19.29775281,0.9,19.29775281,433.67
03-07-2024,13:25,0.9,0.49,0.141,0.238,0.073,0.178,19.29775281,0.9,19.29775281,434.16
03-07-2024,13:26,0.9,0.48,0.09,0.014,0.03,0.085,19.29775281,0.9,19.29775281,434.64
03-07-2024,13:27,0.9,0.48,0.1,0.235,0.023,0.192,19.29775281,0.9,19.29775281,435.12
03-07-2024,13:31,-0.1,,,,,,19.29775281,-0.1,19.29775281,435.12
03-07-2024,13:32,0.9,0.49,0.009,0.069,0.087,0.275,19.29775281,0.9,19.29775281,435.61
03-07-2024,13:34,0.9,0.48,0.164,0.114,0.076,0.025,19.29775281,0.9,19.29775281,436.09
03-07-2024,13:35,-0.1,,,,,,19.29775281,-0.1,19.29775281,436.09
03-07-2024,13:37,-0.1,,,,,,19.29775281,-0.1,19.29775281,436.09
03-07-2024,13:39,0.9,0.48,0.068,0.009,0.339,0.14,19.29775281,0.9,19.29775281,436.57
03-07-2024,13:40,0.9,0.48,0.177,0.089,0.017,0.322,19.29775281,0.9,19.29775281,437.05
03-07-2024,13:42,0.9,0.47,0.231,0.267,0.039,0.044,19.29775281,0.9,19.29775281,437.52
03-07-2024,13:44,0.9,0.48,0.168,0.023,0.39,0.12,19.29775281,0.9,19.29775281,438
03-07-2024,13:45,0.9,0.43,0.126,0.135,0.175,0.032,19.29775281,0.9,19.29775281,438.43
03-07-2024,13:46,0.9,0.43,0.128,0.075,0.029,0.318,19.29775281,0.9,19.29775281,438.86
03-07-2024,13:47,0.9,0.42,0.067,0.036,0.043,0.007,19.29775281,0.9,19.29775281,439.28
03-07-2024,13:50,0.9,0.42,0.091,0.06,0.182,0.04,19.29775281,0.9,19.29775281,439.7
03-07-2024,13:52,1,0.42,0.158,0.157,0.008,0.098,19.29775281,1,19.29775281,440.12
03-07-2024,13:53,1,0.43,0.12,0.053,0.074,0.027,19.29775281,1,19.29775281,440.55
03-07-2024,13:57,1,0.42,0.028,0.315,0.008,0.168,19.29775281,1,19.29775281,440.97
03-07-2024,13:58,1,0.43,0.192,0.15,0.049,0.091,19.29775281,1,19.29775281,441.4
03-07-2024,14:00,1,0.42,0.002,0.154,0.293,0.025,19.29775281,1,19.29775281,441.82
03-07-2024,14:02,-0.1,,,,,,19.29775281,-0.1,19.29775281,441.82
03-07-2024,14:04,1,0.43,0.064,0.079,0.33,0.14,19.29775281,1,19.29775281,442.25
03-07-2024,14:05,1,0.43,0.005,0.224,0.178,0.072,19.29775281,1,19.29775281,442.68
03-07-2024,14:06,1,0.43,0.078,0.164,0.011,0.163,19.29775281,1,19.29775281,443.11
03-07-2024,14:08,1,0.44,0.107,0.028,0.082,0.108,19.29775281,1,19.29775281,443.55
03-07-2024,14:11,-0.1,,,,,,19.29775281,-0.1,19.29775281,443.55
03-07-2024,14:12,1,0.47,0.048,0.041,0.045,0.028,19.29775281,1,19.29775281,444.02
03-07-2024,14:15,1,0.47,0.011,0.185,0.213,0.012,19.29775281,1,19.29775281,444.49
03-07-2024,14:16,1,0.47,0.137,0.056,0.091,0.025,19.29775281,1,19.29775281,444.96
03-07-2024,14:17,1,0.47,0.256,0.039,0.148,0.056,19.29775281,1,19.29775281,445.43
03-07-2024,14:21,1,0.47,0.263,0.09,0.038,0.037,19.29775281,1,19.29775281,445.9
03-07-2024,14:22,1,0.46,0.189,0.014,0.051,0.291,19.29775281,1,19.29775281,446.36
03-07-2024,14:23,1,0.46,0.157,0.022,0.159,0.002,19.29775281,1,19.29775281,446.82
03-07-2024,14:24,1,0.44,0.031,0.017,0.227,0.101,19.29775281,1,19.29775281,447.26
03-07-2024,14:26,-0.1,,,,,,19.29775281,-0.1,19.29775281,447.26
03-07-2024,14:30,1,0.43,0.082,0.113,0.139,0.007,19.29775281,1,19.29775281,447.69
03-07-2024,14:31,1,0.44,0.233,0.063,0.271,0.272,19.29775281,1,19.29775281,448.13
03-07-2024,14:33,-0.1,,,,,,19.29775281,-0.1,19.29775281,448.13
03-07-2024,14:35,1,0.44,0.011,0.015,0.117,0.042,19.29775281,1,19.29775281,448.57
03-07-2024,14:36,1,0.44,0.242,0.093,0.057,0.239,19.29775281,1,19.29775281,449.01
03-07-2024,14:37,1,0.42,0.333,0.027,0.157,0.02,19.29775281,1,19.29775281,449.43
03-07-2024,14:41,1.1,0.42,0.074,0.315,0.019,0.019,19.29775281,1.1,19.29775281,449.85
03-07-2024,14:42,1.1,0.42,0.072,0.338,0.032,0.172,19.29775281,1.1,19.29775281,450.27
03-07-2024,14:44,-0.1,,,,,,19.29775281,-0.1,19.29775281,450.27
03-07-2024,14:46,1.1,0.42,0.025,0.217,0.079,0.144,19.29775281,1.1,19.29775281,450.69
03-07-2024,14:48,-0.1,,,,,,19.29775281,-0.1,19.29775281,450.69
03-07-2024,14:50,-0.1,,,,,,19.29775281,-0.1,19.29775281,450.69
03-07-2024,14:51,1.1,0.42,0.035,0.106,0.104,0.194,19.29775281,1.1,19.29775281,451.11
03-07-2024,14:52,1.1,0.42,0.09,0.155,0.053,0.042,19.29775281,1.1,19.29775281,451.53
03-07-2024,14:55,1.1,0.42,0.328,0.026,0.055,0.23,19.29775281,1.1,19.29775281,451.95
03-07-2024,14:57,-0.1,,,,,,19.29775281,-0.1,19.29775281,451.95
03-07-2024,14:58,1.1,0.4,0.091,0.1,0.077,0.051,19.29775281,1.1,19.29775281,452.35
03-07-2024,15:01,1.1,0.39,0.01,0.004,0.22,0.014,10,1.1,10,452.74
03-07-2024,15:02,1.1,0.41,0.257,0.005,0.274,0.125,10,1.1,10,453.15
03-07-2024,15:03,1.1,0.42,0.088,0.062,0.131,0.029,10,1.1,10,453.57
03-07-2024,15:07,1.1,0.42,0.351,0.006,0.02,0.052,10,1.1,10,453.99
03-07-2024,15:08,-0.1,,,,,,10,-0.1,10,453.99
03-07-2024,15:09,1.1,0.42,0.112,0.396,0.026,0.097,10,1.1,10,454.41
03-07-2024,15:11,-0.1,,,,,,10,-0.1,10,454.41
03-07-2024,15:12,1.1,0.35,0.056,0.099,0.062,0.082,10,1.1,10,454.76
03-07-2024,15:14,1.1,0.36,0.034,0.184,0.188,0.041,10,1.1,10,455.12
03-07-2024,15:15,1.1,0.36,0.07,0.146,0.02,0.176,10,1.1,10,455.48
03-07-2024,15:16,1.1,0.36,0.044,0.027,0.089,0.158,10,1.1,10,455.84
03-07-2024,15:17,1.1,0.38,0.119,0.029,0.111,0.152,10,1.1,10,456.22
03-07-2024,15:22,-0.1,,,,,,10,-0.1,10,456.22
03-07-2024,15:24,1.1,0.43,0.323,0.071,0.037,0.056,10,1.1,10,456.65
03-07-2024,15:25,1.2,0.42,0.057,0.308,0.148,0.048,10,1.2,10,457.07
03-07-2024,15:28,-0.1,,,,,,10,-0.1,10,457.07
03-07-2024,15:29,1.2,0.38,0.302,0.01,0.068,0.063,10,1.2,10,457.45
03-07-2024,15:30,1.2,0.39,0.108,0.311,0.196,0.104,10,1.2,10,457.84
03-07-2024,15:32,1.2,0.39,0.061,0.009,0.125,0.057,10,1.2,10,458.23
03-07-2024,15:33,1.2,0.38,0.012,0.194,0.013,0.308,10,1.2,10,458.61
03-07-2024,15:36,1.2,0.43,0.198,0.175,0.316,0.023,10,1.2,10,459.04
03-07-2024,15:38,1.2,0.41,0.251,0.096,0.066,0.042,10,1.2,10,459.45
03-07-2024,15:39,-0.1,,,,,,10,-0.1,10,459.45
03-07-2024,15:41,1.2,0.41,0.106,0.044,0.197,0.224,10,1.2,10,459.86
03-07-2024,15:43,-0.1,,,,,,10,-0.1,10,459.86
03-07-2024,15:44,1.2,0.37,0.047,0.098,0.013,0.085,10,1.2,10,460.23
03-07-2024,15:45,1.2,0.37,0.001,0.021,0.046,0.032,10,1.2,10,460.6
03-07-2024,15:48,-0.1,,,,,,10,-0.1,10,460.6
03-07-2024,15:50,1.2,0.38,0.037,0.141,0.077,0.047,10,1.2,10,460.98
03-07-2024,15:51,-0.1,,,,,,10,-0.1,10,460.98
03-07-2024,15:54,-0.1,,,,,,10,-0.1,10,460.98
03-07-2024,15:55,1.2,0.41,0.053,0.086,0.078,0.217,10,1.2,10,461.39
03-07-2024,15:57,1.2,0.41,0.123,0.003,0.134,0.063,10,1.2,10,461.8
03-07-2024,15:59,1.2,0.43,0.146,0.101,0.028,0.039,10,1.2,10,462.23
03-07-2024,16:01,-0.1,,,,,,10,-0.1,10,462.23
03-07-2024,16:02,1.2,0.42,0.004,0.149,0.166,0.125,10,1.2,10,462.65
03-07-2024,16:05,-0.1,,,,,,10,-0.1,10,462.65
03-07-2024,16:06,1.2,0.42,0.133,0.054,0.043,0.178,10,1.2,10,463.07
03-07-2024,16:08,1.2,0.42,0.075,0.024,0.032,0.117,10,1.2,10,463.49
03-07-2024,16:11,-0.1,,,,,,10,-0.1,10,463.49
03-07-2024,16:12,1.3,0.46,0.022,0.083,0.072,0.241,10,1.3,10,463.95
03-07-2024,16:14,-0.1,,,,,,10,-0.1,10,463.95
03-07-2024,16:15,1.3,0.46,0.064,0.072,0.106,0.112,10,1.3,10,464.41
03-07-2024,16:17,-0.1,,,,,,10,-0.1,10,464.41
03-07-2024,16:20,-0.1,,,,,,10,-0.1,10,464.41
03-07-2024,16:21,1.3,0.47,0.036,0.054,0.309,0.012,10,1.3,10,464.88
03-07-2024,16:24,-0.1,,,,,,10,-0.1,10,464.88
03-07-2024,16:26,1.3,0.48,0.004,0.099,0.025,0.203,10,1.3,10,465.36
03-07-2024,16:27,1.3,0.49,0.074,0.129,0.005,0.052,10,1.3,10,465.85
03-07-2024,16:29,1.3,0.47,0.242,0.105,0.116,0.026,10,1.3,10,466.32
03-07-2024,16:31,1.3,0.49,0.355,0.103,0.078,0.09,10,1.3,10,466.81
03-07-2024,16:32,1.3,0.49,0.184,0.098,0.104,0.104,10,1.3,10,467.3
03-07-2024,16:33,1.3,0.47,0.026,0.024,0.206,0.058,10,1.3,10,467.77
03-07-2024,16:35,1.3,0.49,0.018,0.179,0.368,0.054,10,1.3,10,468.26
03-07-2024,16:38,1.3,0.49,0.121,0.26,0.219,0.108,10,1.3,10,468.75
03-07-2024,16:39,-0.1,,,,,,10,-0.1,10,468.75
03-07-2024,16:41,1.3,0.48,0.124,0.36,0.098,0.122,10,1.3,10,469.23
03-07-2024,16:42,-0.1,,,,,,10,-0.1,10,469.23
03-07-2024,16:44,-0.1,,,,,,10,-0.1,10,469.23
03-07-2024,16:45,1.3,0.49,0.227,0.008,0.113,0.121,10,1.3,10,469.72
03-07-2024,16:47,-0.1,,,,,,10,-0.1,10,469.72
03-07-2024,16:49,-0.1,,,,,,10,-0.1,10,469.72
03-07-2024,16:51,1.3,0.49,0.043,0.287,0.19,0.056,10,1.3,10,470.21
03-07-2024,16:52,1.3,0.48,0.093,0.032,0.065,0.005,10,1.3,10,470.69
03-07-2024,16:53,1.3,0.48,0.274,0.173,0.194,0.157,10,1.3,10,471.17
03-07-2024,16:54,1.3,0.49,0.209,0.052,0.04,0.013,10,1.3,10,471.66
03-07-2024,16:57,1.3,0.48,0.088,0.08,0.021,0.118,10,1.3,10,472.14
03-07-2024,16:58,1.3,0.45,0.144,0.168,0.021,0.035,10,1.3,10,472.59
03-07-2024,16:59,1.4,0.38,0.057,0.037,0.052,0.008,10,1.4,10,472.97
03-07-2024,17:04,1.4,,,,,,10,1.4,10,472.97
03-07-2024,17:07,1.4,,,,,,10,1.4,10,472.97
03-07-2024,17:11,1.4,0.43,0.077,0.041,0.063,0.012,10,1.4,10,473.4
03-07-2024,17:15,1.4,0.42,0.084,0.042,0.053,0.044,10,1.4,10,473.82
03-07-2024,17:17,1.4,0.43,0.021,0.159,0.107,0.062,10,1.4,10,474.25
03-07-2024,17:18,-0.1,,,,,,10,-0.1,10,474.25
03-07-2024,17:21,-0.1,,,,,,10,-0.1,10,474.25
03-07-2024,17:22,1.4,0.43,0.017,0.003,0.01,0.158,10,1.4,10,474.68
03-07-2024,17:24,1.5,0.43,0.033,0.084,0.091,0.012,10,1.5,10,475.11
03-07-2024,17:27,1.5,0.42,0.129,0.042,0.045,0.14,10,1.5,10,475.53
03-07-2024,17:28,1.5,0.44,0.251,0.031,0.176,0.091,10,1.5,10,475.97
03-07-2024,17:30,-0.1,,,,,,10,-0.1,10,475.97
03-07-2024,17:33,1.5,0.42,0.136,0.034,0.063,0.108,10,1.5,10,476.39
03-07-2024,17:34,1.5,0.44,0.127,0.083,0.083,0.059,10,1.5,10,476.83
03-07-2024,17:36,1.5,0.41,0.072,0.182,0.073,0.055,10,1.5,10,477.24
03-07-2024,17:39,-0.1,,,,,,10,-0.1,10,477.24
03-07-2024,17:40,1.5,0.44,0.16,0.001,0.097,0.222,10,1.5,10,477.68
03-07-2024,17:42,-0.1,,,,,,10,-0.1,10,477.68
03-07-2024,17:43,1.5,0.46,0.172,0.069,0.102,0.041,10,1.5,10,478.14
03-07-2024,17:45,-0.1,,,,,,10,-0.1,10,478.14
03-07-2024,17:46,1.5,0.43,0.01,0.341,0.253,0.121,10,1.5,10,478.57
03-07-2024,17:47,1.5,0.44,0.023,0.08,0.056,0.239,10,1.5,10,479.01
03-07-2024,17:49,1.5,0.44,0.076,0.223,0.098,0.004,10,1.5,10,479.45
03-07-2024,17:50,-0.1,,,,,,10,-0.1,10,479.45
03-07-2024,17:53,1.5,0.43,0.169,0.038,0.059,0.114,10,1.5,10,479.88
03-07-2024,17:55,1.5,0.44,0.094,0.053,0.062,0.164,10,1.5,10,480.32
03-07-2024,17:56,-0.1,,,,,,10,-0.1,10,480.32
03-07-2024,17:58,1.5,0.43,0.123,0.159,0.067,0.072,10,1.5,10,480.75
03-07-2024,17:59,1.5,0.41,0.029,0.113,0.274,0.025,10,1.5,10,481.16
03-07-2024,18:00,1.5,0.47,0.082,0.124,0.001,0.249,10,1.5,10,481.63
03-07-2024,18:01,1.5,0.46,0.363,0.269,0.185,0.026,24.41011236,1.5,24.41011236,482.09
03-07-2024,18:03,-0.1,,,,,,24.41011236,-0.1,24.41011236,482.09
03-07-2024,18:04,1.5,0.46,0.189,0.005,0.241,0.345,24.41011236,1.5,24.41011236,482.55
03-07-2024,18:07,-0.1,,,,,,24.41011236,-0.1,24.41011236,482.55
03-07-2024,18:09,1.5,0.46,0.287,0.092,0.04,0.21,24.41011236,1.5,24.41011236,483.01
03-07-2024,18:11,-0.1,,,,,,24.41011236,-0.1,24.41011236,483.01
03-07-2024,18:12,-0.1,,,,,,24.41011236,-0.1,24.41011236,483.01
03-07-2024,18:14,-0.1,0.46,0.126,0.197,0.321,0.001,24.41011236,-0.1,24.41011236,483.47
03-07-2024,18:17,1.6,0.46,0.198,0.309,0.299,0.034,24.41011236,1.6,24.41011236,483.93
03-07-2024,18:18,1.6,0.45,0.066,0.041,0.021,0.15,24.41011236,1.6,24.41011236,484.38
03-07-2024,18:20,1.6,0.47,0.174,0.217,0.131,0.138,24.41011236,1.6,24.41011236,484.85
03-07-2024,18:22,1.6,0.39,0.115,0.095,0.128,0.215,24.41011236,1.6,24.41011236,485.24
03-07-2024,18:25,1.6,0.4,0.073,0.195,0.028,0.077,24.41011236,1.6,24.41011236,485.64
03-07-2024,18:29,1.6,0.4,0.163,0.078,0.009,0.086,24.41011236,1.6,24.41011236,486.04
03-07-2024,18:30,1.6,0.38,0.009,0.092,0.073,0.249,24.41011236,1.6,24.41011236,486.42
03-07-2024,18:32,1.6,0.44,0.017,0.168,0.081,0.166,24.41011236,1.6,24.41011236,486.86
03-07-2024,18:33,1.6,0.44,0.026,0.007,0.003,0.189,24.41011236,1.6,24.41011236,487.3
03-07-2024,18:35,1.6,0.45,0.161,0.157,0.039,0.089,24.41011236,1.6,24.41011236,487.75
03-07-2024,18:36,1.6,0.4,0.027,0.149,0.002,0.108,24.41011236,1.6,24.41011236,488.15
03-07-2024,18:37,1.6,0.44,0.011,0.033,0.007,0.037,24.41011236,1.6,24.41011236,488.59
03-07-2024,18:39,-0.1,,,,,,24.41011236,-0.1,24.41011236,488.59
03-07-2024,18:41,1.6,0.42,0.206,0.091,0.273,0.06,24.41011236,1.6,24.41011236,489.01
03-07-2024,18:42,1.6,0.42,0.01,0.036,0.107,0.091,24.41011236,1.6,24.41011236,489.43
03-07-2024,18:43,1.6,0.41,0.005,0.097,0.107,0.131,24.41011236,1.6,24.41011236,489.84
03-07-2024,18:48,1.6,0.42,0.014,0.053,0.101,0.097,24.41011236,1.6,24.41011236,490.26
03-07-2024,18:53,1.6,0.42,0.024,0.069,0.007,0.053,24.41011236,1.6,24.41011236,490.68
03-07-2024,18:59,1.6,0.43,0.02,0.059,0.137,0.034,24.41011236,1.6,24.41011236,491.11
03-07-2024,19:04,1.6,0.42,0.185,0.066,0.181,0.125,24.41011236,1.6,24.41011236,491.53
03-07-2024,19:09,1.6,0.4,0.144,0.046,0.075,0.064,24.41011236,1.6,24.41011236,491.93
03-07-2024,19:10,1.6,0.42,0.141,0.011,0.113,0.025,24.41011236,1.6,24.41011236,492.35
03-07-2024,19:11,1.6,0.42,0.206,0.146,0.041,0.018,24.41011236,1.6,24.41011236,492.77
03-07-2024,19:14,1.6,0.42,0.121,0.008,0.094,0.064,24.41011236,1.6,24.41011236,493.19
03-07-2024,19:19,1.6,0.4,0.152,0.154,0.027,0.181,24.41011236,1.6,24.41011236,493.59
03-07-2024,19:25,1.6,0.33,0.086,0.068,0.019,0.006,24.41011236,1.6,24.41011236,493.92
03-07-2024,19:31,1.6,0.32,0.103,0.179,0.116,0.158,24.41011236,1.6,24.41011236,494.24
03-07-2024,19:32,1.6,0.32,0.096,0.098,0.019,0.023,24.41011236,1.6,24.41011236,494.56
03-07-2024,19:37,1.6,0.33,0.073,0.07,0.033,0.113,24.41011236,1.6,24.41011236,494.89
03-07-2024,19:42,1.6,0.32,0.055,0.052,0.128,0.041,24.41011236,1.6,24.41011236,495.21
03-07-2024,19:48,1.6,0.38,0.079,0.106,0.045,0.011,24.41011236,1.6,24.41011236,495.59
03-07-2024,19:53,1.6,0.38,0.08,0.146,0.126,0.072,24.41011236,1.6,24.41011236,495.97
03-07-2024,19:54,1.6,0.37,0.17,0.144,0.032,0.008,24.41011236,1.6,24.41011236,496.34
03-07-2024,19:55,1.6,0.36,0.174,0.104,0.161,0.049,24.41011236,1.6,24.41011236,496.7
03-07-2024,19:58,1.6,0.36,0.029,0.248,0.244,0.239,24.41011236,1.6,24.41011236,497.06
03-07-2024,20:03,1.6,0.36,0.106,0.19,0.278,0.058,24.41011236,1.6,24.41011236,497.42
03-07-2024,20:08,1.6,0.36,0.143,0.024,0.168,0.015,24.41011236,1.6,24.41011236,497.78
03-07-2024,20:13,1.6,0.35,0.153,0.079,0.26,0.21,24.41011236,1.6,24.41011236,498.13
03-07-2024,20:19,0,0.32,0.108,0.015,0.007,0.01,24.41011236,0,24.41011236,498.45
03-07-2024,20:25,0,0.33,0.118,0.036,0.004,0.024,24.41011236,0,24.41011236,498.78
03-07-2024,20:30,0,0.32,0.025,0.068,0.101,0.069,24.41011236,0,24.41011236,499.1
03-07-2024,20:35,0,0.32,0.081,0.196,0.06,0.126,24.41011236,0,24.41011236,499.42
03-07-2024,20:41,0,0.33,0.178,0.041,0.125,0.038,24.41011236,0,24.41011236,499.75
03-07-2024,20:46,0,0.32,0.103,0.092,0.156,0.103,24.41011236,0,24.41011236,500.07
03-07-2024,20:51,0,0.32,0.188,0.002,0.022,0.216,24.41011236,0,24.41011236,500.39
03-07-2024,20:56,0,0.33,0.011,0.036,0.112,0.159,24.41011236,0,24.41011236,500.72
03-07-2024,21:01,0,0.33,0.1,0.051,0.055,0.008,10,0,10,501.05
03-07-2024,21:06,0,0.33,0.025,0.029,0.074,0.03,10,0,10,501.38
03-07-2024,21:12,0,0.32,0.03,0.117,0.027,0.082,10,0,10,501.7
03-07-2024,21:17,0,0.28,0.064,0.067,0.002,0.218,10,0,10,501.98
03-07-2024,21:24,0,0.26,0.03,0.053,0.08,0.03,10,0,10,502.24
03-07-2024,21:28,0,0.27,0.101,0.119,0.004,0.022,10,0,10,502.51
03-07-2024,21:34,0,0.27,0.109,0.107,0.035,0.013,10,0,10,502.78
03-07-2024,21:39,0,0.27,0.172,0.037,0.057,0.083,10,0,10,503.05
03-07-2024,21:44,0,0.27,0.064,0.046,0.092,0.026,10,0,10,503.32
03-07-2024,21:49,0,0.27,0.14,0.027,0.088,0.066,10,0,10,503.59
03-07-2024,21:55,0,0.27,0.04,0.016,0.116,0.085,10,0,10,503.86
03-07-2024,22:00,0,0.28,0.146,0.072,0.022,0.127,10,0,10,504.14
03-07-2024,22:05,0,0.28,0.04,0.024,0.108,0.08,10,0,10,504.42
03-07-2024,22:10,0,0.27,0.055,0.001,0.032,0.149,10,0,10,504.69
03-07-2024,22:15,0,0.27,0.136,0.112,0.035,0.039,10,0,10,504.96
03-07-2024,22:20,0,0.29,0.063,0.11,0.042,0.009,10,0,10,505.25
03-07-2024,22:27,0,0.3,0.008,0.019,0.133,0.148,10,0,10,505.55
03-07-2024,22:32,0,0.29,0.008,0.125,0.217,0.081,10,0,10,505.84
03-07-2024,22:37,0,0.28,0.076,0.012,0.109,0.01,10,0,10,506.12
03-07-2024,22:42,0,0.29,0.072,0.017,0.134,0.002,10,0,10,506.41
03-07-2024,22:48,0,0.3,0.009,0.039,0.074,0.015,10,0,10,506.71
03-07-2024,22:53,0,0.3,0.107,0.003,0.1,0.023,10,0,10,507.01
03-07-2024,22:58,0,0.28,0.031,0.003,0.232,0.125,10,0,10,507.29
03-07-2024,23:03,0,0.28,0.077,0.004,0.06,0.054,10,0,10,507.57
03-07-2024,23:08,0,0.28,0.018,0.08,0.022,0.089,10,0,10,507.85
03-07-2024,23:13,0,0.27,0.052,0.094,0.017,0.166,10,0,10,508.12
03-07-2024,23:20,0,0.28,0.139,0.21,0.089,0.028,10,0,10,508.4
03-07-2024,23:25,0,0.28,0.074,0.016,0.12,0.014,10,0,10,508.68
03-07-2024,23:30,0,0.29,0.024,0.155,0.048,0.074,10,0,10,508.97
03-07-2024,23:36,0,0.29,0.109,0.057,0.021,0.036,10,0,10,509.26
03-07-2024,23:41,0,0.29,0.09,0.017,0.014,0.043,10,0,10,509.55
03-07-2024,23:46,0,0.29,0.032,0.087,0.052,0.021,10,0,10,509.84
03-07-2024,23:51,0,0.27,0.121,0.136,0.167,0.069,10,0,10,510.11
03-07-2024,23:59,0,0.3,0.14,0.023,0.166,0.202,10,0,10,510.41
04-07-2024,00:02,0,0.27,0.191,0.007,0.046,0.046,10,0,10,510.68
04-07-2024,00:07,0,0.27,0.074,0.061,0.022,0.106,10,0,10,510.95
04-07-2024,00:12,0,0.27,0.064,0.111,0.137,0.002,10,0,10,511.22
04-07-2024,00:18,0,0.27,0.023,0.09,0.045,0.012,10,0,10,511.49
04-07-2024,00:24,0,0.26,0.198,0.015,0.063,0.047,10,0,10,511.75
04-07-2024,00:29,0,0.26,0.034,0.192,0.074,0.032,10,0,10,512.01
04-07-2024,00:35,0,0.26,0.036,0.043,0.209,0,10,0,10,512.27
04-07-2024,00:40,0,0.26,0.042,0.065,0.062,0.201,10,0,10,512.53
04-07-2024,00:45,0,0.27,0.088,0.108,0.199,0.12,10,0,10,512.8
04-07-2024,00:50,0,0.26,0.088,0.003,0.038,0.081,10,0,10,513.06
04-07-2024,00:55,0,0.26,0.134,0.072,0.052,0.026,10,0,10,513.32
04-07-2024,01:00,0,0.27,0.091,0.032,0.011,0.233,10,0,10,513.59
04-07-2024,01:05,0,0.28,0.099,0.115,0.054,0.062,10,0,10,513.87
04-07-2024,01:10,0,0.27,0.069,0.161,0.146,0.097,10,0,10,514.14
04-07-2024,01:16,0,0.3,0.046,0.079,0.013,0.248,10,0,10,514.44
04-07-2024,01:22,0,0.3,0.073,0.022,0.072,0.006,10,0,10,514.74
04-07-2024,01:27,0,0.29,0.006,0.02,0.009,0.188,10,0,10,515.03
04-07-2024,01:32,0,0.3,0.098,0.078,0.013,0.216,10,0,10,515.33
04-07-2024,01:38,0,0.3,0.057,0.087,0.072,0.096,10,0,10,515.63
04-07-2024,01:43,0,0.29,0.099,0.132,0.079,0.056,10,0,10,515.92
04-07-2024,01:48,0,0.3,0.036,0.069,0.12,0.054,10,0,10,516.22
04-07-2024,01:53,0,0.3,0.034,0.18,0.057,0.053,10,0,10,516.52
04-07-2024,01:58,0,0.29,0.17,0.126,0.052,0.051,10,0,10,516.81
04-07-2024,02:04,0,0.3,0.015,0.129,0.009,0.091,10,0,10,517.11
04-07-2024,02:09,0,0.3,0.046,0.092,0.136,0.108,10,0,10,517.41
04-07-2024,02:15,0,0.3,0.025,0.109,0.077,0.094,10,0,10,517.71
04-07-2024,02:20,0,0.3,0.027,0.089,0.005,0.104,10,0,10,518.01
04-07-2024,02:26,0,0.29,0.009,0.027,0.017,0.176,10,0,10,518.3
04-07-2024,02:31,0,0.3,0.158,0.072,0.079,0.04,10,0,10,518.6
04-07-2024,02:36,0,0.3,0.084,0,0.151,0.134,10,0,10,518.9
04-07-2024,02:41,0,0.29,0.044,0.137,0.05,0.107,10,0,10,519.19
04-07-2024,02:47,0,0.27,0.039,0.002,0.022,0.079,10,0,10,519.46
04-07-2024,02:52,0,0.28,0.068,0.018,0.032,0.058,10,0,10,519.74
04-07-2024,02:57,0,0.28,0.101,0.111,0.197,0.106,10,0,10,520.02
04-07-2024,03:02,0,0.29,0.096,0.088,0.023,0.137,10,0,10,520.31
04-07-2024,03:08,0,0.28,0.054,0.056,0.088,0.035,10,0,10,520.59
04-07-2024,03:13,0,0.29,0.093,0.01,0.158,0.006,10,0,10,520.88
